,,prr,prr,pir_ms,pir_ms,collision_frac,collision_frac,pssch_fail_frac,pssch_fail_frac,lat_p50_ms,lat_p50_ms,lat_p95_ms,lat_p95_ms,within_pdb,within_pdb
,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
scheme,nodes,,,,,,,,,,,,,,
random,15.0,0.7524571428571429,0.018284771801107987,141.4786791089889,4.012205991372298,0.31418666666666667,0.013166151888671023,0.2604027657586189,0.024186399588412736,8.338123399999997,0.928345345455606,105.54840040000003,1.792075247557856,0.868060471222966,0.023338547342877387
random,30.0,0.5872551724137931,0.022257650052586193,196.6518190958388,10.19718826230508,0.5611733333333333,0.008767819949489549,0.4410147089568417,0.020317994781717422,8.666495800000007,0.5923509347829361,116.05724619999975,3.3452552937655025,0.791319718619191,0.017580187461882637
random,45.0,0.45009292929292927,0.030663907895500397,254.68797380845544,26.97013007947351,0.7135111111111112,0.009326981965919771,0.5707774647861406,0.016824645664930995,9.974038000000274,0.5642011449437916,121.92378800000006,1.848826061730404,0.7317457899789404,0.020206247040883963
random,60.0,0.35719887005649714,0.012487605908190234,327.4052100743441,35.78274648877944,0.8072266666666668,0.010570356874034318,0.6520355844878942,0.010213769200861639,10.681402400000106,0.69407094974669,123.47008379999984,0.9465782417042791,0.6791273951451706,0.023334496921959016
sensing,15.0,0.873752380952381,0.015954669345458188,117.08497867501391,3.8853546389590785,0.11050666666666667,0.02104184191346163,0.07529553145701899,0.02148255333042082,7.62237360000002,0.574316229374006,22.17686100000007,2.4121513038408016,0.9395303925256606,0.011312662643285714
sensing,30.0,0.7670712643678161,0.02050703954485964,137.54603118167407,8.096744133348862,0.3344864861231153,0.03475789796234276,0.24020509797630574,0.016157806780222904,8.276682199999996,0.6002266124527766,90.2475666,31.90795670327458,0.8809851103180613,0.014746730094208828
sensing,45.0,0.5982484848484848,0.015176235053428053,180.27067107075192,6.4031676198387695,0.6152652711789046,0.012797130270933427,0.4404335275394927,0.014457213220354708,8.932311599999743,0.5834294197663005,112.92215799999994,2.0665594189598018,0.7963009092581619,0.010260025623410704
sensing,60.0,0.45623615819209035,0.006089385732254839,246.32788039232423,16.430638245323262,0.7845972607102079,0.003424343020324,0.5728020756918942,0.006064575385753931,9.94040500000013,0.38553060998000904,121.78346880000008,0.798019533430523,0.7244010638429269,0.009234868021754973
