,,prr,prr,pir_ms,pir_ms,collision_frac,collision_frac,pssch_fail_frac,pssch_fail_frac,lat_p50_ms,lat_p50_ms,lat_p95_ms,lat_p95_ms,within_pdb,within_pdb,sel_count,sel_count,backoff_frac,backoff_frac,backoff_steps_mean,backoff_steps_mean,hd_excl_frac,hd_excl_frac,rsrp_excl_frac,rsrp_excl_frac
,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
scheme,nodes,,,,,,,,,,,,,,,,,,,,,,,,
random,5.0,0.8906000000000001,0.035955528086790776,117.36364702668936,6.878888821014006,0.08671999999999999,0.03763232652919562,0.06655175362453805,0.043303344679099944,7.625492400000056,2.6926057635796057,21.6597207699999,6.589074584445414,0.9408976400488168,0.03982005666768925,,,,,,,,,,
random,10.0,0.8091555555555555,0.041890038298406644,132.1302524706709,8.170985544202654,0.23176000000000002,0.01736571334555537,0.17348278123980526,0.03110117718057245,8.87895219999999,0.898716824962659,60.6755874000001,42.0247730179956,0.8863827760351096,0.018853447992701396,,,,,,,,,,
random,20.0,0.6780736842105263,0.024309312192651138,161.75993811660211,9.985946489132829,0.40804,0.020976367655054097,0.34999118981132016,0.022427864391633644,9.629532400000063,0.9512772844197458,112.11634842999997,1.8142773732690787,0.791247868511685,0.0245671109870842,,,,,,,,,,
random,40.0,0.464125641025641,0.018948983378315153,260.3567618773461,16.841894953022496,0.6695599999999999,0.007804998398462354,0.5635030290850612,0.01623681815311751,10.047338800000016,0.8890185180094385,124.09173600000011,1.428753494149408,0.6987109387485441,0.01903771157440546,,,,,,,,,,
sensing,5.0,0.931,0.026143832924802695,109.58586690057311,4.138915040271588,0.03296,0.02325785888683651,0.0282031123651924,0.016794374426958962,8.023506600000019,2.2895938888867864,19.718520479999817,4.403497185930704,0.9582541313908848,0.025785022073286472,26.2,0.8366600265340753,0.0,0.0,0.0,0.0,0.3012153431173038,0.017180118265244272,0.07289622542792476,0.015410912979978481
sensing,10.0,0.8935555555555557,0.01593815206848101,114.41646247966278,2.043097354071957,0.06608,0.02387701823930283,0.03909566113364292,0.013794183964732547,8.012460599999915,0.6167196418110134,19.838730000000005,2.6344755466942695,0.9497609069416824,0.018384699395035793,54.4,2.6076809620810595,0.0,0.0,0.0,0.0,0.30154615941032825,0.004050432335092971,0.19868818451341905,0.023255824090126005
sensing,20.0,0.8451578947368421,0.02316961425942926,121.40185200942767,3.8109227475383003,0.16516000000000003,0.028601538420161936,0.12466589817562013,0.024139942978283615,8.656105400000147,0.5924016674201229,25.01105800000003,3.969464775206243,0.9268052943256768,0.018858748774304712,106.2,3.5637059362410923,0.01841677792612372,0.021422460096455792,0.23309635068980863,0.28760116266863106,0.29422677382300255,0.006281748986593799,0.39184555487308037,0.015807546283904447
sensing,40.0,0.6270641025641026,0.026394470325691935,177.1950400876079,14.969081427796148,0.5281807074951029,0.009580768742284326,0.41269505532863454,0.025331507697766986,8.801059199999983,0.41831434076321317,114.69096540000007,2.4858132887998776,0.7895871699083828,0.019466082238984096,215.6,5.224940191045255,0.5826951320281759,0.02214233079979554,8.626345650646432,0.49028097227803663,0.28566904432543117,0.0033490246422306323,0.548911703523016,0.01414695995999115
